field_type,ID,Location,Taxa,Numeric,Time,Time,Categorical,Comments
10146,19_09_30_02,E100 edge,Tree Hole Frog,5,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10147,19_09_30_02,E100 edge,Tree Hole Frog,10,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10148,19_09_30_02,E100 edge,Bornean Gliding Frog,10,00:01:06,07:01:06 PM,A,
10149,19_09_30_02,E100 edge,Human noise,NA,00:02:12,07:02:12 PM,NA,Airplane
10150,19_09_30_02,E100 edge,Smiths Giant Gecko,15,00:16:01,07:16:01 PM,A,
10151,19_09_30_03,E100 edge,Tree Hole Frog,5,00:00:00,08:00:00 PM,A,Calls throughout PC
10152,19_09_30_03,E100 edge,Tree Hole Frog,10,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10153,19_09_30_03,E100 edge,Smiths Giant Gecko,15,00:01:13,08:01:13 PM,A,"Also at 2:46, 7:05, 14:12"
10154,19_09_30_03,E100 edge,Brown Tree Frog,10,00:01:25,08:01:25 PM,A,
10155,19_09_30_03,E100 edge,Rough Guardian Frog,7,00:12:58,08:12:58 PM,A,
10156,19_09_30_03,E100 edge,Smiths Giant Gecko,10,00:17:54,08:17:54 PM,A,
10157,19_09_30_04,E100 edge,Tree Hole Frog,10,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10158,19_09_30_04,E100 edge,Smiths Giant Gecko,10,00:02:00,09:02:00 PM,A,Also at 5:15
10159,19_09_30_04,E100 edge,Bornean Gliding Frog,10,00:02:56,09:02:56 PM,A,
10160,19_09_30_04,E100 edge,Smiths Giant Gecko,15,00:05:25,09:05:25 PM,A,"Also at 7:27, 10:14"
10161,19_09_30_04,E100 edge,Rough Guardian Frog,7,00:07:05,09:07:05 PM,A,
10162,19_09_30_04,E100 edge,Smiths Giant Gecko,20,00:17:34,09:17:34 PM,A,
10163,19_09_30_05,E100 edge,Tree Hole Frog,10,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10164,19_09_30_05,E100 edge,Rough Guardian Frog,7,00:01:15,10:01:15 PM,A,
10165,19_09_30_05,E100 edge,Smiths Giant Gecko,15,00:05:50,10:05:50 PM,A,"Also at 11:05, 18:14, 19:20"
10166,19_09_30_05,E100 edge,Tree Hole Frog,5,00:07:35,10:07:35 PM,A,Calls until end of PC
10167,19_09_30_05,E100 edge,Rough Guardian Frog,7,00:13:15,10:13:15 PM,A,
10168,19_09_30_05,E100 edge,Smiths Giant Gecko,10,00:15:59,10:15:59 PM,A,
10169,19_09_30_05,E100 edge,Human noise,NA,00:16:25,10:16:25 PM,NA,Airplane
10170,19_09_30_06,E100 edge,Tree Hole Frog,10,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10171,19_09_30_06,E100 edge,Smiths Giant Gecko,10,00:01:59,11:01:59 PM,A,"Also at 11:15, 18:25"
10172,19_09_30_06,E100 edge,Cricket Frog,7,00:04:01,11:04:01 PM,A,
10173,19_09_30_06,E100 edge,Smiths Giant Gecko,7,00:04:20,11:04:20 PM,A,
10174,19_09_30_06,E100 edge,Bornean Horned Frog,30,00:08:59,11:08:59 PM,A,
10175,19_09_30_06,E100 edge,Smiths Giant Gecko,15,00:14:02,11:14:02 PM,A,Also at 15:37
10176,19_10_01_01,Riparian 2,Human noise,NA,00:01:26,06:01:26 PM,NA,Sneeze
10177,19_10_01_01,Riparian 2,Northern Torrent Frog,10,00:01:47,06:01:47 PM,A,
10178,19_10_01_01,Riparian 2,Spiny Slender Toad,10,00:02:48,06:02:48 PM,A,Calls until end of PC with intervals
10179,19_10_01_01,Riparian 2,Rock Skipper Frog,5,00:05:25,06:05:25 PM,V,On rock next to waterfall
10180,19_10_01_01,Riparian 2,Black-spotted Rock Frog,10,00:08:23,06:08:23 PM,V,On rock next to waterfall
10181,19_10_01_01,Riparian 2,Rock Skipper Frog,12,00:09:28,06:09:28 PM,V,On rock next to waterfall
10182,19_10_01_02,Riparian 2,Tree Hole Frog,15,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10183,19_10_01_02,Riparian 2,Spiny Slender Toad,10,00:00:45,07:00:45 PM,A,Calls until end of PC with intervals
10184,19_10_01_02,Riparian 2,Rock Skipper Frog,7,00:01:49,07:01:49 PM,V,2 individuals
10185,19_10_01_02,Riparian 2,Rock Skipper Frog,7,00:06:25,07:06:25 PM,A,
10186,19_10_01_02,Riparian 2,Northern Torrent Frog,15,00:07:36,07:07:36 PM,A,
10187,19_10_01_02,Riparian 2,Spiny Slender Toad,12,00:07:48,07:07:48 PM,A,
10188,19_10_01_02,Riparian 2,Human noise,NA,00:09:48,07:09:48 PM,NA,
10189,19_10_01_02,Riparian 2,Lowland Litter Frog,10,00:18:33,07:18:33 PM,A,
10190,19_10_01_03,Riparian 2,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10191,19_10_01_03,Riparian 2,Northern Torrent Frog,10,00:02:32,08:02:32 PM,A,
10192,19_10_01_03,Riparian 2,Brown Tree Frog,5,00:12:35,08:12:35 PM,A,
10193,19_10_01_03,Riparian 2,Spiny Slender Toad,10,00:18:05,08:18:05 PM,A,
10194,19_10_01_04,Riparian 2,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10195,19_10_01_04,Riparian 2,Spiny Slender Toad,7,00:09:50,09:09:50 PM,A,
10196,19_10_01_05,Riparian 2,Spiny Slender Toad,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10197,19_10_01_05,Riparian 2,Human noise,NA,00:09:50,10:09:50 PM,NA,Airplane
10198,19_10_01_06,Riparian 2,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10199,19_10_01_06,Riparian 2,Hose's Bush Frog,7,00:04:15,11:04:15 PM,A,
10200,19_10_01_06,Riparian 2,Human noise,NA,00:19:14,11:19:14 PM,NA,Sneeze
10201,19_10_03_01,D100 641,Smiths Giant Gecko,10,00:09:26,06:09:26 PM,A,
10202,19_10_03_01,D100 641,Tree Hole Frog,15,00:15:40,06:15:40 PM,A,Calls until end of PC
10203,19_10_07_01,OP Belian,House Gecko,7,00:02:34,06:02:34 AM,A,
10204,19_10_07_02,OP Belian,House Gecko,7,00:01:23,07:01:23 AM,A,
10205,19_10_07_02,OP Belian,House Gecko,10,00:01:45,07:01:45 AM,A,"Also at 4:30, 12:20, 19:40"
10206,19_10_07_02,OP Belian,House Gecko,5,00:09:35,07:09:35 AM,A,
10207,19_10_07_02,OP Belian,Crow,3,00:14:50,07:14:50 AM,AV,2 individuals
10208,19_10_07_03,OP Belian,Human noise,NA,00:03:45,08:03:45 AM,NA,Vehicle
10209,19_10_07_03,OP Belian,Bornean Gibbon,100,00:06:10,08:06:10 AM,A,
10210,19_10_07_03,OP Belian,House Gecko,7,00:10:08,08:10:08 AM,A,
10211,19_10_07_03,OP Belian,Common Sun Skink,1,00:15:37,08:15:37 AM,V,On ground
10212,19_10_07_04,OP Belian,House Gecko,5,00:07:02,09:07:02 AM,A,"Also at 9:36, 19:35"
10213,19_10_07_04,OP Belian,House Gecko,7,00:18:11,09:18:11 AM,A,
10214,19_10_07_05,OP Belian,NA,NA,00:00:00,10:00:00 AM,NA,No data
10215,19_10_07_06,OP Belian,Human noise,NA,00:04:40,11:04:40 AM,NA,Vehicle
10216,19_10_07_06,OP Belian,House Gecko,10,00:07:37,11:07:37 AM,A,Also at 18:57
10217,19_10_08_01,B1 602,Northern Torrent Frog,10,00:05:15,06:05:15 AM,A,
10218,19_10_08_01,B1 602,Spiny Slender Toad,10,00:06:36,06:06:36 AM,A,
10219,19_10_08_01,B1 602,Northern Torrent Frog,7,00:16:25,06:16:25 AM,A,
10220,19_10_08_02,B1 602,NA,NA,00:00:00,07:00:00 AM,NA,No data
10221,19_10_08_03,B1 602,Human noise,NA,00:11:36,08:11:36 AM,NA,Airplane
10222,19_10_08_04,B1 602,NA,NA,00:00:00,09:00:00 AM,NA,No data
10223,19_10_08_05,B1 602,NA,NA,00:00:00,10:00:00 AM,NA,No data
10224,19_10_08_06,B1 602,NA,NA,00:00:00,11:00:00 AM,NA,No data
10225,19_10_09_01,OP3 843,Bornean Gibbon,50,00:00:10,06:00:10 AM,A,
10226,19_10_09_01,OP3 843,House Gecko,5,00:05:17,06:05:17 AM,A,
10227,19_10_09_01,OP3 843,House Gecko,15,00:07:03,06:07:03 AM,A,Also at 11.32
10228,19_10_09_01,OP3 843,House Gecko,7,00:11:21,06:11:21 AM,A,"Also at 14:15, 19:42"
10229,19_10_09_01,OP3 843,Crested Toad,20,00:18:43,06:18:43 AM,A,
10230,19_10_09_02,OP3 843,House Gecko,10,00:00:51,07:00:51 AM,A,Also at 2:31
10231,19_10_09_02,OP3 843,House Gecko,5,00:07:52,07:07:52 AM,A,"Also at 12:40, 16:28, 19:37"
10232,19_10_09_02,OP3 843,House Gecko,7,00:13:20,07:13:20 AM,A,
10233,19_10_09_02,OP3 843,Human noise,NA,00:14:17,07:14:17 AM,NA,Vehicle
10234,19_10_09_02,OP3 843,House Gecko,10,00:16:12,07:16:12 AM,A,
10235,19_10_09_03,OP3 843,House Gecko,5,00:03:36,08:03:36 AM,A,
10236,19_10_09_03,OP3 843,House Gecko,7,00:05:50,08:05:50 AM,A,
10237,19_10_09_03,OP3 843,House Gecko,10,00:13:25,08:13:25 AM,A,
10238,19_10_09_03,OP3 843,House Gecko,7,00:18:04,08:18:04 AM,A,
10239,19_10_09_04,OP3 843,Human noise,NA,00:00:03,09:00:03 AM,NA,Vehicle
10240,19_10_09_04,OP3 843,House Gecko,7,00:01:33,09:01:33 AM,A,
10241,19_10_09_04,OP3 843,Human noise,NA,00:03:40,09:03:40 AM,NA,Vehicle
10242,19_10_09_04,OP3 843,House Gecko,5,00:08:14,09:08:14 AM,A,
10243,19_10_09_04,OP3 843,Human noise,NA,00:09:23,09:09:23 AM,NA,Airplane
10244,19_10_09_05,OP3 843,Bornean Gibbon,50,00:00:09,10:00:09 AM,A,
10245,19_10_09_06,OP3 843,House Gecko,10,00:00:48,11:00:48 AM,A,
10246,19_10_09_06,OP3 843,House Gecko,7,00:01:21,11:01:21 AM,A,
10247,19_10_09_06,OP3 843,Human noise,NA,00:06:44,11:06:44 AM,NA,Vehicle
10248,19_10_09_06,OP3 843,Smiths Giant Gecko,10,00:15:38,11:15:38 AM,A,
10249,19_10_09_06,OP3 843,Human noise,NA,00:19:26,11:19:26 AM,NA,Airplane
10250,19_10_10_01,C10 621,Bornean Gibbon,100,00:01:13,06:01:13 AM,A,
10251,19_10_10_02,C10 621,NA,NA,00:00:00,07:00:00 AM,NA,No data
10252,19_10_10_03,C10 621,NA,NA,00:00:00,08:00:00 AM,NA,No data
10253,19_10_10_04,C10 621,Green Crested Lizard,2,00:00:16,09:00:16 AM,V,On tree bark 2m above ground
10254,19_10_10_05,C10 621,NA,NA,00:00:00,10:00:00 AM,NA,No data
10255,19_10_10_06,C10 621,NA,NA,00:00:00,11:00:00 AM,NA,No data
10256,19_10_11_01,VJR 1,Human noise,NA,00:04:55,06:04:55 PM,A,"Airplane, also at 16:12"
10257,19_10_11_01,VJR 1,Smiths Giant Gecko,7,00:18:03,06:18:03 PM,A,
10258,19_10_11_02,VJR 1,Tree Hole Frog,10,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10259,19_10_11_02,VJR 1,Smiths Giant Gecko,10,00:00:33,07:00:33 PM,A,Until end of PC
10260,19_10_11_02,VJR 1,Human noise,NA,00:02:49,07:02:49 PM,NA,Airplane
10261,19_10_11_02,VJR 1,Bornean Gliding Frog,15,00:06:40,07:06:40 PM,A,
10262,19_10_11_02,VJR 1,Smiths Giant Gecko,7,00:07:39,07:07:39 PM,A,
10263,19_10_11_02,VJR 1,Smiths Giant Gecko,15,00:14:16,07:14:16 PM,A,
10264,19_10_11_03,VJR 1,Tree Hole Frog,10,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10265,19_10_11_03,VJR 1,Smiths Giant Gecko,10,00:00:49,08:00:49 PM,A,Until end of PC
10266,19_10_11_03,VJR 1,Smiths Giant Gecko,10,00:04:20,08:04:20 PM,A,
10267,19_10_11_03,VJR 1,Gliding Frog,10,00:04:47,08:04:47 PM,A,
10268,19_10_11_04,VJR 1,Tree Hole Frog,10,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10269,19_10_11_04,VJR 1,Smiths Giant Gecko,10,00:02:54,09:02:54 PM,A,Also at 19L19
10270,19_10_11_04,VJR 1,Gliding Frog,7,00:03:39,09:03:39 PM,A,
10271,19_10_11_05,VJR 1,Tree Hole Frog,10,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10272,19_10_11_05,VJR 1,Smiths Giant Gecko,10,00:03:26,10:03:26 PM,A,Until end of PC
10273,19_10_11_05,VJR 1,Human noise,NA,00:08:16,10:08:16 PM,NA,Airplane
10274,19_10_11_06,VJR 1,Tree Hole Frog,10,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10275,19_10_11_06,VJR 1,Smiths Giant Gecko,10,00:00:59,11:00:59 PM,A,Until end of PC
10276,19_10_12_01,VJR 2,Smiths Giant Gecko,10,00:02:35,06:02:35 AM,A,
10277,19_10_12_01,VJR 2,Bornean Gibbon,100,00:02:45,06:02:45 AM,A,
10278,19_10_12_01,VJR 2,Human noise,NA,00:18:11,06:18:11 AM,NA,Sneeze
10279,19_10_12_02,VJR 2,Bornean Gibbon,100,00:00:08,07:00:08 AM,A,
10280,19_10_12_03,VJR 2,Bornean Gibbon,100,00:01:45,08:01:45 AM,A,
10281,19_10_12_04,VJR 2,NA,NA,00:00:00,09:00:00 AM,NA,No data
10282,19_10_12_05,VJR 2,NA,NA,00:00:00,10:00:00 AM,NA,No data
10283,19_10_12_06,VJR 2,NA,NA,00:00:00,11:00:00 AM,NA,No data
10284,19_10_14_01,D100 641,Squirrel,5,00:00:26,06:00:26 AM,A,V at 7:40 running on branches
10285,19_10_14_01,D100 641,Smiths Giant Gecko,15,00:06:01,06:06:01 AM,A,Also at 9:16
10286,19_10_14_01,D100 641,Sabah Litter Skink,2,00:12:10,06:12:10 AM,V,On ground
10287,19_10_14_02,D100 641,Bornean Gibbon,50,00:00:05,07:00:05 AM,A,
10288,19_10_14_03,D100 641,Human noise,NA,00:03:10,08:03:10 AM,NA,Airplane
10289,19_10_14_04,D100 641,NA,NA,00:00:00,09:00:00 AM,NA,No data
10290,19_10_14_05,D100 641,NA,NA,00:00:00,10:00:00 AM,NA,No data
10291,19_10_14_06,D100 641,NA,NA,00:00:00,11:00:00 AM,NA,No data
10292,19_10_15_01,Riparian 2,Spiny Slender Toad,5,00:00:00,06:00:00 AM,A,
10293,19_10_15_01,Riparian 2,Bornean Gibbon,30,00:00:14,06:00:14 AM,A,
10294,19_10_15_01,Riparian 2,Rock Skipper Frog,5,00:02:25,06:02:25 AM,V,On rock 2m vertical on stream
10295,19_10_15_01,Riparian 2,Sabah Litter Skink,"0,5",00:11:38,06:11:38 AM,V,On rock
10296,19_10_15_02,Riparian 2,Bornean Gibbon,50,00:00:00,07:00:00 AM,A,
10297,19_10_15_03,Riparian 2,NA,NA,00:00:00,08:00:00 AM,NA,No data
10298,19_10_15_04,Riparian 2,Squirrel,3,00:10:16,09:10:16 AM,V,Climbing tree bark
10299,19_10_15_04,Riparian 2,Smiths Giant Gecko,10,00:18:25,09:18:25 AM,A,
10300,19_10_15_05,Riparian 2,NA,NA,00:00:00,10:00:00 AM,NA,No data
10301,19_10_15_06,Riparian 2,Human noise,NA,00:00:58,11:00:58 AM,NA,Airplane // also at 14:23
10302,19_10_15_06,Riparian 2,Human noise,NA,00:07:45,11:07:45 AM,NA,Sneeze
10303,19_10_16_01,B10,Tree Hole Frog,20,00:00:56,06:00:56 AM,A,Until end of PC
10304,19_10_16_01,B10,Bearded Pig,10,00:05:30,06:05:30 AM,A,
10305,19_10_16_01,B10,Bornean Gibbon,50,00:15:40,06:15:40 AM,A,
10306,19_10_16_02,B10,Bornean Gibbon,50,00:02:40,07:02:40 AM,A,
10307,19_10_16_03,B10,Human noise,NA,00:01:04,08:01:04 AM,NA,Airplane
10308,19_10_16_03,B10,Bornean Gibbon,50,00:11:06,08:11:06 AM,A,
10309,19_10_16_04,B10,Human noise,NA,00:07:45,09:07:45 AM,NA,Airplane
10310,19_10_16_05,B10,NA,NA,00:00:00,10:00:00 AM,NA,No data
10311,19_10_16_06,B10,Human noise,NA,00:06:23,11:06:23 AM,NA,Airplane
10312,19_10_17_01,B1 602,Spiny Slender Toad,10,00:02:50,06:02:50 AM,A,
10313,19_10_17_02,B1 602,Squirrel,5,00:04:45,07:04:45 AM,V,
10314,19_10_17_02,B1 602,Bearded Pig,7,00:08:24,07:08:24 AM,A,
10315,19_10_17_03,B1 602,Human noise,NA,00:02:55,08:02:55 AM,NA,Airplane
10316,19_10_17_04,B1 602,Human noise,NA,00:09:27,09:09:27 AM,NA,Airplane
10317,19_10_17_05,B1 602,NA,NA,00:00:00,10:00:00 AM,NA,No data
10318,19_10_17_06,B1 602,NA,NA,00:00:00,11:00:00 AM,NA,No data
10319,19_10_18_01,VJR 1,Tree Hole Frog,10,00:11:28,06:11:28 PM,A,"Until end of PC, multiple individuals"
10320,19_10_18_01,VJR 1,Human noise,NA,00:17:30,06:17:30 PM,NA,Airplane
10321,19_10_18_02,VJR 1,Tree Hole Frog,10,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10322,19_10_18_02,VJR 1,Gliding Frog,7,00:04:50,07:04:50 PM,A,
10323,19_10_18_03,VJR 1,Tree Hole Frog,10,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10324,19_10_18_03,VJR 1,Smiths Giant Gecko,20,00:01:20,08:01:20 PM,A,
10325,19_10_18_03,VJR 1,Gliding Frog,7,00:01:40,08:01:40 PM,A,Also at 11:56
10326,19_10_18_04,VJR 1,Tree Hole Frog,10,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10327,19_10_18_04,VJR 1,Smiths Giant Gecko,20,00:00:37,09:00:37 PM,A,
10328,19_10_18_05,VJR 1,Tree Hole Frog,10,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10329,19_10_18_05,VJR 1,Smiths Giant Gecko,20,00:02:10,10:02:10 PM,A,
10330,19_10_18_06,VJR 1,Tree Hole Frog,10,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10331,19_10_18_06,VJR 1,Smiths Giant Gecko,20,00:00:43,11:00:43 PM,A,Also at 8:45
10332,19_10_19_01,VJR 1,Bornean Gibbon,50,00:00:55,06:00:55 AM,A,
10333,19_10_19_02,VJR 1,Bornean Gibbon,50,00:00:35,07:00:35 AM,A,
10334,19_10_19_03,VJR 1,Bornean Gibbon,50,00:00:00,08:00:00 AM,A,
10335,19_10_19_04,VJR 1,NA,NA,00:00:00,09:00:00 AM,NA,No data
10336,19_10_19_05,VJR 1,Human noise,NA,00:01:02,10:01:02 AM,NA,Airplane
10337,19_10_19_06,VJR 1,NA,NA,00:00:00,11:00:00 AM,NA,No data
10338,19_10_20_01,VJR 2,Human noise,NA,00:10:26,06:10:26 PM,NA,Airplane
10339,19_10_20_02,VJR 2,Tree Hole Frog,15,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10340,19_10_20_02,VJR 2,Bornean Gliding Frog,10,00:02:15,07:02:15 PM,A,
10341,19_10_20_02,VJR 2,Bornean Gliding Frog,5,00:07:22,07:07:22 PM,A,
10342,19_10_20_02,VJR 2,Smiths Giant Gecko,10,00:14:35,07:14:35 PM,A,
10343,19_10_20_03,VJR 2,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10344,19_10_20_04,VJR 2,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10345,19_10_20_04,VJR 2,Smiths Giant Gecko,7,00:00:40,09:00:40 PM,A,
10346,19_10_20_05,VJR 2,Tree Hole Frog,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10347,19_10_20_05,VJR 2,Gliding Frog,5,00:06:28,10:06:28 PM,NA,
10348,19_10_20_06,VJR 2,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10349,19_10_21_01,VJR 2,Bornean Gibbon,50,00:04:48,06:04:48 AM,A,
10350,19_10_21_02,VJR 2,Bornean Gibbon,50,00:00:12,07:00:12 AM,A,
10351,19_10_21_03,VJR 2,Human noise,NA,00:06:11,08:06:11 AM,NA,
10352,19_10_21_04,VJR 2,Human noise,NA,00:03:38,09:03:38 AM,NA,Airplane
10353,19_10_21_04,VJR 2,Smiths Giant Gecko,15,00:14:50,09:14:50 AM,A,Also at 19:07
10354,19_10_21_05,VJR 2,Human noise,NA,00:19:16,10:19:16 AM,NA,
10355,19_10_21_06,VJR 2,NA,NA,00:00:00,11:00:00 AM,NA,No data
10356,19_10_22_01,E100 edge,Bornean Gibbon,100,00:00:00,06:00:00 AM,A,
10357,19_10_22_01,E100 edge,Human noise,NA,00:07:50,06:07:50 AM,NA,Zinin fell off his hammock so I screamed a lil' bit
10358,19_10_22_02,E100 edge,Bornean Gibbon,100,00:00:31,07:00:31 AM,A,
10359,19_10_22_03,E100 edge,NA,NA,00:00:00,08:00:00 AM,NA,No data
10360,19_10_22_04,E100 edge,Smiths Giant Gecko,10,00:00:53,09:00:53 AM,A,Until end of PC with intervals
10361,19_10_22_04,E100 edge,Human noise,NA,00:18:29,09:18:29 AM,NA,Airplane
10362,19_10_22_05,E100 edge,Human noise,NA,00:00:00,10:00:00 AM,NA,Airplane
10363,19_10_22_05,E100 edge,Smiths Giant Gecko,10,00:01:03,10:01:03 AM,A,Until end of PC with intervals
10364,19_10_22_05,E100 edge,Bornean Gibbon,100,00:10:16,10:10:16 AM,A,
10365,19_10_22_06,E100 edge,Smiths Giant Gecko,20,00:00:14,11:00:14 AM,A,
10366,19_10_22_06,E100 edge,Smiths Giant Gecko,10,00:02:11,11:02:11 AM,A,Until end of PC with intervals
10367,19_10_22_06,E100 edge,Smiths Giant Gecko,7,00:03:53,11:03:53 AM,A,
10368,19_10_22_06,E100 edge,Human noise,NA,00:08:00,11:08:00 AM,NA,Sneeze
10369,19_10_22_06,E100 edge,Human noise,NA,00:19:10,11:19:10 AM,NA,Airplane
10370,19_10_23_01,Riparian 1,Northern Torrent Frog,10,00:03:25,06:03:25 PM,A,
10371,19_10_23_01,Riparian 1,Human noise,NA,00:08:09,06:08:09 PM,NA,"Lorry, also at 19:04"
10372,19_10_23_01,Riparian 1,Spotted Stream Frog,10,00:12:10,06:12:10 PM,A,
10373,19_10_23_01,Riparian 1,Northern Torrent Frog,5,00:16:29,06:16:29 PM,A,
10374,19_10_23_01,Riparian 1,Human noise,NA,00:19:50,06:19:50 PM,NA,Airplane
10375,19_10_23_02,Riparian 1,Tree Hole Frog,15,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10376,19_10_23_02,Riparian 1,Northern Torrent Frog,5,00:00:40,07:00:40 PM,A,"Also at 1:59, 3:35, 7:24"
10377,19_10_23_02,Riparian 1,Twittering Slender Litter Frog,5,00:03:28,07:03:28 PM,V,On ground 3m from stream
10378,19_10_23_02,Riparian 1,Northern Torrent Frog,7,00:08:01,07:08:01 PM,A,
10379,19_10_23_03,Riparian 1,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10380,19_10_23_03,Riparian 1,Cinnamon Frog,15,00:01:14,08:01:14 PM,A,
10381,19_10_23_03,Riparian 1,Northern Torrent Frog,5,00:02:44,08:02:44 PM,A,
10382,19_10_23_03,Riparian 1,Human noise,NA,00:13:53,08:13:53 PM,NA,Lorry
10383,19_10_23_03,Riparian 1,Spotted Stream Frog,10,00:16:23,08:16:23 PM,A,
10384,19_10_23_04,Riparian 1,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10385,19_10_23_04,Riparian 1,Northern Torrent Frog,5,00:01:50,09:01:50 PM,A,Also at 6:22
10386,19_10_23_04,Riparian 1,Spotted Stream Frog,10,00:08:18,09:08:18 PM,A,
10387,19_10_23_04,Riparian 1,Cinnamon Frog,15,00:10:25,09:10:25 PM,A,
10388,19_10_23_04,Riparian 1,Spotted Stream Frog,7,00:11:33,09:11:33 PM,A,
10389,19_10_23_05,Riparian 1,Tree Hole Frog,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10390,19_10_23_05,Riparian 1,Northern Torrent Frog,5,00:00:25,10:00:25 PM,A,
10391,19_10_23_05,Riparian 1,Northern Torrent Frog,7,00:08:12,10:08:12 PM,A,
10392,19_10_23_05,Riparian 1,Cinnamon Frog,7,00:14:25,10:14:25 PM,A,
10393,19_10_23_06,Riparian 1,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10394,19_10_23_06,Riparian 1,NA,5,00:01:43,11:01:43 PM,V,Froglet on rock 0m from stream
10395,19_10_23_06,Riparian 1,Northern Torrent Frog,5,00:02:00,11:02:00 PM,A,Also at 13:25
10396,19_10_23_06,Riparian 1,Northern Torrent Frog,3,00:18:45,11:18:45 PM,A,
10397,19_10_24_01,D100 641,Frilled Tree Frog,7,00:00:34,06:00:34 PM,A,Also at 16:04
10398,19_10_24_01,D100 641,Brown Tree Frog,15,00:03:43,06:03:43 PM,A,
10399,19_10_24_01,D100 641,Tree Hole Frog,20,00:07:30,06:07:30 PM,A,"Also at 12:55, 18:17"
10400,19_10_24_01,D100 641,Human noise,NA,00:12:35,06:12:35 PM,NA,Airplane
10401,19_10_24_02,D100 641,Tree Hole Frog,15,00:00:00,07:00:00 PM,A,"Calls throughout PC, multiple individuals"
10402,19_10_24_02,D100 641,Cinnamon Frog,5,00:00:45,07:00:45 PM,A,
10403,19_10_24_02,D100 641,Ornate Earless Agama,5,00:08:21,07:08:21 PM,V,"Juvenile, on leaf 1m above ground"
10404,19_10_24_02,D100 641,Frilled Tree Frog,7,00:15:22,07:15:22 PM,A,
10405,19_10_24_03,D100 641,Tree Hole Frog,15,00:00:00,08:00:00 PM,A,"Calls throughout PC, multiple individuals"
10406,19_10_24_03,D100 641,Bornean Narrow-mouthed Frog,5,00:03:25,08:03:25 PM,A,Can't locate frog but sound like M. malang except calls not in chorus
10407,19_10_24_04,D100 641,Tree Hole Frog,15,00:00:00,09:00:00 PM,A,"Calls throughout PC, multiple individuals"
10408,19_10_24_04,D100 641,Frilled Tree Frog,10,00:03:04,09:03:04 PM,A,
10409,19_10_24_04,D100 641,Cinnamon Frog,10,00:05:49,09:05:49 PM,A,
10410,19_10_24_04,D100 641,Cinnamon Frog,5,00:06:08,09:06:08 PM,A,
10411,19_10_24_05,D100 641,Tree Hole Frog,15,00:00:00,10:00:00 PM,A,"Calls throughout PC, multiple individuals"
10412,19_10_24_05,D100 641,Frilled Tree Frog,7,00:00:00,10:00:00 PM,A,
10413,19_10_24_05,D100 641,Bornean Narrow-mouthed Frog,5,00:12:42,10:12:42 PM,A,
10414,19_10_24_06,D100 641,Tree Hole Frog,15,00:00:00,11:00:00 PM,A,"Calls throughout PC, multiple individuals"
10415,19_10_24_06,D100 641,Frilled Tree Frog,7,00:00:52,11:00:52 PM,A,
10416,19_10_24_06,D100 641,Bornean Narrow-mouthed Frog,5,00:01:38,11:01:38 PM,A,
10417,19_10_24_06,D100 641,Frilled Tree Frog,10,00:09:12,11:09:12 PM,A,
